"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3916929";"AZD-9977";"2";"399.38";"0";"1.70";"(S)-1; AZD9977";"CNC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2";"Ki";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"14.02";"0.26";"3.90";"5.77";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4455600";"";"0";"403.34";"0";"1.58";"(S)-33";"NC(=O)C[C@H]1COc2cc(F)cc(F)c2N1C(=O)c1ccc2c(c1)NC(=O)CO2";"Ki";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"14.63";"0.28";"4.32";"5.32";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4470268";"";"0";"399.38";"0";"1.58";"(S*)-34";"NC(=O)C[C@H]1COCc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2";"Ki";"'>'";"15848.93";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4557032";"";"0";"342.33";"0";"2.58";"(S)-11";"C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2";"Ki";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"17.23";"0.32";"3.32";"8.69";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL3315055";"";"0";"557.62";"2";"5.07";"18";"CC(C)(C(=O)NC(=O)C1CCC1)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"8.7";"nM";"8.06";"";"";"UO_0000065";"14.46";"0.27";"2.99";"8.24";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL4442787";"";"0";"389.41";"0";"2.00";"(R)-46";"NS(=O)(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2cc[nH]c2c1";"Ki";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"15.92";"0.31";"4.20";"5.88";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL317983";"";"0";"383.49";"1";"6.45";"9";"COc1ccc2c(c1)-c1ccc3c(c1C(c1ccccc1)O2)C(C)=CC(C)(C)N3";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"20.20";"0.36";"1.29";"25.40";"0";"CHEMBL680190";"Binding affinity for glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134574";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL310180";"";"0";"306.40";"0";"4.19";"4";"O=C1CC[C@@]2(Cc3ccccc3)c3ccc(O)cc3CC[C@@H]2C1";"Ki";"'='";"5.96";"nM";"8.22";"";"";"UO_0000065";"26.84";"0.49";"4.03";"22.05";"0";"CHEMBL681748";"Displacement of 10 nM [3H]dexamethasone from human Glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135457";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL569061";"";"0";"394.41";"1";"5.21";"50";"C[C@](O)([C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C)C(F)(F)F";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"21.00";"0.40";"3.07";"21.77";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL3315061";"";"0";"518.55";"1";"3.82";"26";"CC(C)(C(=O)NC(N)=O)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"16.73";"0.31";"4.86";"7.01";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL227783";"";"0";"352.23";"0";"3.31";"10f";"O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3CC(F)(F)F";"Ki";"'='";"9200.0";"nM";"5.04";"";"";"UO_0000065";"14.30";"0.29";"1.73";"11.11";"0";"CHEMBL916640";"Displacement of radiolabeled Dexamethasone from human GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139861";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL3315070";"";"0";"464.50";"0";"4.53";"38";"CC(C)Oc1ccc(-c2ccc3c(n2)Oc2c(F)cccc2[C@@H]3C(C)(C)C(=O)NC(N)=O)cn1";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"19.71";"0.37";"4.62";"7.86";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL95644";"";"0";"451.49";"1";"7.47";"11";"COc1cccc2c1-c1ccc3c(c1C(c1cccc(C(F)(F)F)c1)O2)C(C)=CC(C)(C)N3";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"17.63";"0.33";"0.49";"26.10";"0";"CHEMBL680190";"Binding affinity for glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134574";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1163598";"";"0";"378.40";"1";"5.47";"22";"Cc1ccc(C(=O)CC(Nc2ccc([N+](=O)[O-])cc2)c2cccc(F)c2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1166110";"Displacement of [3H]dexamethasone from human glucocorticoid receptor after 16 hrs by scintillation counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165993";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1242950";"";"0";"301.47";"0";"4.86";"2, AC-42";"CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1";"Ki";"'>='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248555";"Binding affinity to human glucocorticoid receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240489";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL3582110";"";"0";"332.83";"0";"4.66";"3b";"Cc1noc(C)c1-c1cc2c(cc1Cl)NC(C)(C)C(=O)C2(C)C";"Ki";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"20.49";"0.41";"2.16";"12.37";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL2426153";"";"0";"377.47";"0";"3.98";"7";"CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccc2nncn2c1";"Ki";"'='";"169.0";"nM";"6.77";"";"";"UO_0000065";"17.94";"0.34";"2.79";"9.38";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426149";"";"0";"506.01";"2";"6.44";"26";"CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1ccc2c(-c3ccc(F)c(Cl)c3)ncn2c1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"16.40";"0.32";"1.86";"11.50";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426144";"";"0";"478.58";"1";"5.52";"21";"CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1ccc2c(-c3ccc(C#N)cc3)ncn2c1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.18";"0.34";"3.18";"9.06";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426137";"";"0";"470.57";"1";"6.39";"13, enantiomer 2";"CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccc2c(-c3ccc(F)cc3)ncn2c1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.13";"0.36";"2.61";"15.18";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426651";"";"0";"483.60";"1";"5.68";"5j";"COc1cccc(-n2ncc3cc(C(c4ccccc4)C(C)(C)C(=O)Nc4nncs4)ccc32)c1";"Ki";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"15.39";"0.29";"1.76";"9.09";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL257203";"";"0";"466.58";"0";"3.59";"64";"CN(C)C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccccc1)C2";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"19.20";"0.37";"5.37";"15.33";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL322108";"";"0";"363.50";"1";"6.59";"21";"CCCCC1Oc2ccc(OC)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3";"Ki";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"18.94";"0.35";"0.30";"22.58";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL384467";"DEXAMETHASONE";"4";"392.47";"0";"1.90";"10, DEX";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"22.83";"0.44";"7.06";"9.45";"1";"CHEMBL1106116";"Displacement of [3H]DEX from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156190";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL566391";"";"0";"352.45";"0";"4.83";"20, diastereomer1";"C=CCC(O)C1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3CC21C";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.83";"0.42";"3.22";"21.15";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL231094";"";"0";"440.34";"0";"3.80";"20";"O=c1[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2cccc(Br)c2)c(=O)[nH]1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"17.84";"0.38";"4.05";"11.39";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL3315049";"";"0";"513.62";"2";"5.59";"7, BMS-791826";"CCN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@@H]3C(C)(C)C(=O)Nc2nncs2)cc1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"17.13";"0.32";"3.21";"9.04";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3315052";"";"0";"517.56";"1";"4.29";"15";"CC(=O)NC(=O)C(C)(C)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"5.9";"nM";"8.23";"";"";"UO_0000065";"15.90";"0.30";"3.94";"8.41";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3315053";"";"0";"545.61";"1";"4.92";"16";"CC(C)C(=O)NC(=O)C(C)(C)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"12.9";"nM";"7.89";"";"";"UO_0000065";"14.46";"0.27";"2.97";"8.06";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL230030";"";"0";"423.94";"0";"3.78";"3";"Cn1c(=O)[nH]c(N2CCC(Cc3ccccc3)CC2)c(Cc2cccc(Cl)c2)c1=O";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"18.39";"0.35";"4.02";"13.42";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL436784";"";"0";"392.22";"0";"4.48";"4m, LGD2226";"O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911191";"Binding affinity to glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137374";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL78625";"";"0";"346.47";"0";"4.37";"2";"CC#C[C@@]1(O)CC[C@@]2(Cc3ccccc3)c3ccc(O)cc3CC[C@@H]2C1";"Ki";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"28.20";"0.51";"5.40";"24.15";"0";"CHEMBL1106116";"Displacement of [3H]DEX from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156190";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1090805";"";"0";"341.45";"1";"5.95";"8";"C#Cc1cccc2c1-c1ccc3c(c1[C@H](CC=C)O2)C(C)=CC(C)(C)N3";"Ki";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"23.90";"0.43";"2.21";"38.39";"0";"CHEMBL1106116";"Displacement of [3H]DEX from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156190";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL4096930";"";"0";"596.61";"2";"5.64";"29";"Cc1ccnc(C(=O)[C@]23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)C3)c1";"Ki";"'='";"0.21";"nM";"9.68";"";"";"UO_0000065";"16.22";"0.31";"4.04";"11.36";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4074627";"";"0";"567.65";"1";"4.74";"34";"CCc1ccnc(C(=O)[C@]23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(S(=O)(=O)c2cccc(C#N)c2)C3)c1";"Ki";"'='";"0.19";"nM";"9.72";"";"";"UO_0000065";"17.13";"0.32";"4.98";"8.92";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL474189";"";"0";"360.48";"0";"4.94";"17a, isomer A";"CC12CC(C)(C(=O)Nc3nccs3)C(c3ccccc31)c1ccccc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"24.97";"0.47";"4.06";"21.43";"1";"CHEMBL1019340";"Displacement of FITC-dexamethasone from human recombinant glucocorticoid receptor alpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138590";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL569100";"";"0";"434.53";"1";"6.03";"46";"C[C@@](O)(Cc1ccc(F)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.32";"0.34";"1.93";"20.92";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL568868";"";"0";"430.57";"1";"6.28";"45";"C[C@@](O)(CCc1ccccc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"17.02";"0.31";"1.05";"19.26";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL404192";"";"0";"453.54";"1";"6.23";"16";"Fc1ccc(CC23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(c2ccccc2)C3)cc1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"17.25";"0.31";"1.59";"37.15";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL255370";"";"0";"471.53";"0";"3.82";"43";"COC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(F)cc1)C2";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"18.78";"0.37";"5.03";"13.74";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL231399";"";"0";"395.89";"0";"3.69";"30";"O=c1[nH]c(N2CCC(c3cccc(Cl)c3)CC2)c(Cc2ccccc2)c(=O)[nH]1";"Ki";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"20.99";"0.41";"4.62";"12.05";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
